epoch,loss,out_caps_acc,out_caps_loss,out_recon_loss,val_loss,val_out_caps_acc,val_out_caps_loss,val_out_recon_loss
0,0.13725188027345697,0.862565445026178,0.13720208901853462,0.09958242531378232,0.03671908751130104,0.9833333492279053,0.03668744117021561,0.0632917732000351
